All,Alle
Allocated,Tildelt
Updated,Oppdatert
Purchased,Kjøpt
"Could not save history","Kan ikke lagre historie"
"Cannot delete history with id %1","Kan ikke slette historie med id %1"
"Store Credit",Kreditt
"No such entity","Ingen slik entitet"
"Order # %1","Ordre # %1"
"Available Credit ","Tilgjengelig Kreditt "
"Cancel the Order","Fjern bestillingen"
"Reason For Change","Årsaken til forandring"
Date,Dato
Operation,Operasjon
"You will be charged for","Du vil bli belastet for"
"All Payment Methods","Alle betalingsmåter"
"B2B Payment Methods","B2B betalingsmetoder"
"All Enabled Payment Methods","Alle aktiverte betalingsmetoder"
" (disabled)"," (deaktivert)"
"Available Payment Methods","Tilgjengelige betalingsmåter"
"This company has no payment methods. Please contact store administrator.","Dette selskapet har ingen betalingsmetoder. Kontakt butikkens administrator."
"Default B2B Payment Methods","Standard B2B betalingsmetoder"
"Applicable Payment Methods","Gjeldende betalingsmetoder"
"Payment Methods",Betalingsmetoder
"By default, the selected payment methods are available for all new companies. If your Magento site has multiple websites, on a specific website the buyer will be able to pay with the methods available for that website only.","Standard er at valgte betalingsmetoder rt tilgjengelig for alle nye selskaper. Hvis Magento-området har flere nettsteder, på et bestemt nettsted vil kjøperen kun kunne betale med metodene tilgjengelig for det nettstedet."
"Payment Information (View)","Betalingsinformasjon (visning)"
"Use config settings","Bruk konfigurasjonsinnstillinger"
"Default Config","Standard konfigurasjon"
"Save Config","Lagre konfig"
"Use system value","Bruk systemverdi"
"Use Website","Bruk nettsted"
Add,"Legg til"
"Delete File","Slett fil"
"Search String",Søkestreng
"Design Theme","Design Tema"
"Add \Exception","Legg til \Unntak"
"-- No Theme --","-- Ingen tema --"
"%1 should implement %2","%1 burde implementere %2"
"The value you set has already been locked. To change the value, use the --%1 option.","Verdien du har har definert har allerede blitt låst. For å endre verdi, bruk --%1 valget."
"You saved the configuration.","Du lagret konfigurasjonen."
"Something went wrong while saving this configuration:","Noe gikk galt under lagringen av denne konfigurasjonen:"
"Please specify the admin custom URL.","Angi den egendefinerte administrative adressen."
"Invalid %1. %2","Ugyldig %1. %2"
"Value must be a URL or one of placeholders: %1","Verdien må være en URL eller en av plassholdere: %1"
"Specify a URL or path that starts with placeholder(s): %1, and ends with ""/"".","Angi en URL eller bane som starter med plassholder(er): %1, og slutter med ""/""."
"%1 An empty value is allowed as well.","%1 En tom verdi er også tillatt."
"Specify a fully qualified URL.","Angi en fullstendig kvalifisert nettadresse."
"Selected allowed currency ""%1"" is not available in installed currencies.","Valgte tillatt valuta ""%1"" er ikke tilgjengelig i installerte valutaer."
"Default display currency ""%1"" is not available in allowed currencies.","Standard visning valuta""%1"" er ikke tilgjengelig i tillatte valutaer."
"Sorry, we haven't installed the base currency you selected.","Beklager, men vi har ikke installert grunnvalutaen du har valgt."
"Sorry, we haven't installed the default display currency you selected.","Beklager, men vi har ikke installert standardvalutaen du har valgt."
"Sorry, the default display currency you selected is not available in allowed currencies.","Beklager, standard visning av valuta du valgte er ikke tilgjengelig i tillatte valutaer."
"The sender name ""%1"" is not valid. Please use only visible characters and spaces.","Avsendernavnet ""%1"" er ikke gyldig. Bruk bare synlige tegn og mellomrom."
"Maximum sender name length is 255. Please correct your settings.","Maksimal avsenderens lengde er 255. Vennligst korriger innstillingene dine."
"The file you're uploading exceeds the server size limit of %1 kilobytes.","Filen du laster opp overskrider størrelsen på serveren som er %1 kilobyte."
"The base directory to upload file is not specified.","Hovedmappen hvor du skal laste opp filen er ikke definert."
"The specified image adapter cannot be used because of: %1","Den angitte bilde prosesseren kan ikke brukes på grunn av: %1"
"Default scope","Standard virkeområde"
"Base currency",Standardvalutaen
"Display default currency","Vis standard valuta"
"website(%1) scope","nettsted(%1) virkeområde"
"store(%1) scope","butikk(%1) omfang"
"Currency ""%1"" is used as %2 in %3.","Valuta ""%1"" brukes som %2 i %3."
"Always (during development)","Alltid (under utvikling)"
"Only Once (version upgrade)","Bare en gang (versjon)"
"Never (production)","Aldri (produksjon)"
Bcc,Blindkopi
"Separate Email","Separat e-post"
"%1 (Default)","%1 (Standard)"
title,tittel
Optional,Valgfritt
"HTTP (unsecure)","HTTP (usikker)"
"Yes (302 Found)","Ja (302 funnet)"
"Yes (301 Moved Permanently)","Ja (301 flyttet permanent)"
Specified,Spesifisert
"Config form fieldset clone model required to be able to clone fields","Konfigurasjonsskjema angitt klone modell kreves for å kunne klone felt"
"%1: Instance of %2 is expected, got %3 instead","%1: Forekomst av %2 er forventet, fikk %3 i stedet"
"'There is no defined type ' .","'Det er ingen definert type ' ."
"'Object is not instance of ' .","""Objekt er ikke en instans av""."
"Filesystem is not writable.","Filsystemet har ikke nødvendige skriverettigheter."
"Some error","En feil har oppstått"
"Some message",Melding
"This command is unavailable right now.","Denne kommandoen er for øyeblikket ikke tilgjengelig."
"The ""test/test/test"" path does not exists","Banen ""test/test"" eksisterer ikke"
some_label,etikettnavn
some_comment,kommentar
"some prefix",prefiks
"element label","Element navn"
"element hint","Element Hint"
"element comment","Element kommentar"
"element tooltip","Verktøytips for elementer"
"Add after","Legg til etter"
"Current Configuration Scope:","Nåværende konfigurasjonsområde:"
"Group Label",Gruppenavn
"Some Label","Etikette navn"
"Tab Label",Fanenavn
"Field 2","Felt 2"
"Field 3","Felt 3"
"Field 3.1","Felt 3.1"
"Field 3.1.1","Felt 3.1.1"
"Field 4","Felt 4"
"Advanced Section","Avanserte innstillinger"
"Advanced Admin Section","Avanserte Administratorinnstillinger"
"Design Section",Design
"General Section",Generelt-delen
"System Section",System
"Currency Setup Section",Valutainnstillinger
"Developer Section","Utvikler seksjon"
"Web Section",Nettsted
"Store Email Addresses Section","Butikk E-postadresser"
"Email to a Friend","Send e-post til en venn"
"Product with assigned super attributes should not have specified ""%1"" value","Produkt med tilordnede super attributter skal ikke har angitt verdien ""%1"""
"Add configurable attributes to the current Attribute Set (""%1"")","Legge til konfigurerbare attributter i det aktuelle attributtsettet (""%1"")"
"Add configurable attributes to the new Attribute Set based on current","Legg til konfigurerbare attributter til det nyte attributtsettet basert på gjeldende"
"New attribute set name","Nytt attributtsett-navn"
"Add configurable attributes to the existing Attribute Set","Legg til konfigurerbare attributter til eksisterende attributtsett"
"Choose existing Attribute Set","Velg eksisterende attributtsett"
Configurations,Konfigurasjoner
"Attribute Values",Attributt-verdier
"Select Attributes","Velg attributter"
"Choose an Option...","Velg et alternativ..."
"This attribute is used in configurable products.","Dette attributtet er brukt i konfigurerbare produkter."
"You can't add the item to shopping cart.","Du kan ikke legge produkt til handlekurven."
Confirm,Bekreft
"Create Configurations","Opprett konfigurasjoner"
"Current Variations","Gjeldende variasjoner"
Weight,Vekt
"This group contains attributes used in configurable products. Please move these attributes to another group and try again.","Denne gruppen inneholder attributter som brukes i konfigurerbare produkter. Vennligst flytt disse attributtene til en annen gruppe og prøv på nytt."
"This attribute is used in configurable products. You cannot remove it from the attribute set.","Attributtet brukes i konfigurerbare produkter. Du kan ikke fjerne det fra attributtsettet."
"Associated Products","Tilknyttede produkter"
"Step 2: Attribute Values","Trinn 2: Attributtverdier"
"Select values from each attribute to include in this product. Each unique combination of values creates a unique product SKU.","Velg verdier fra hvert attributt som skal inkluderes i dette produktet. Hver unike kombinasjon av verdier skaper en unik produkt-SKU."
"Sort Variations","Sorter variasjoner"
Options,Innstillinger
"Deselect All","Opphev merking av alle"
"Remove Attribute","Fjern attributt"
"Save Option","Lagre alternativer"
"Remove Option","Fjern Alternativ"
"Create New Value","Lag ny verdi"
"Step 3: Bulk Images, Price and Quantity","Trinn 3: Bilder, pris og antall"
"Based on your selections %1 new products will be created. Use this step to customize images and price for your new products.","Basert på valgene, vil %1 nye produkter opprettes. Bruk dette trinnet for å tilpasse bilder og priser på dine nye produkter."
"Remove image","Fjern bilde"
"Select attribute","Velg attributt"
Select,Velg
"Apply single price to all SKUs","Bruk singel-pris på alle SKU-er"
"Skip price at this time","Hopp over prisen på dette tidspunktet"
"Skip quantity at this time","Hopp over antall på dette tidspunktet"
"Step 1: Select Attributes","Trinn 1: Velg attributter"
"Selected Attributes:","Valgte attributter:"
"Step 4: Summary","Trinn 4: Sammendrag"
"Configurable products allow customers to choose options (Ex: shirt color).
            You need to create a simple product for each configuration (Ex: a product for each color).","Konfigurerbare produkter lar kunder velge alternativer (for eksempel skjorte-farge).
            Du må lage ett enkelprodukt for hver konfigurasjon (for eksempel ett produkt for hver farge)."
"Edit Configurations","Endre konfigurasjon"
"Upload Image","Last opp bilde"
"Upload image","Last opp bilde"
"No Image","Ingen bilde"
"Choose a different Product","Velg et annet produkt"
"Create Product Configurations","Opprett produktkonfigurasjoner"
"Buy %1 for %2 each and","Kjøp %1 for %2 pr. stk. og"
save,spar
"Disable Product","Deaktiver produkt"
"Enable Product","Aktiver produkt"
"New Product Review","Ny produktomtale"
"Here are the products you're about to create.","Her er produktene du er i ferd med å opprette."
"You created these products for this configuration.","Du opprettet disse produktene for denne konfigurasjonen."
"Please choose image(s).","Velg bilde(r)."
"Please select attribute(s).","Vennligst velg attributt(er)."
"Generate Products","Opprett produkter"
"Configurable Product Image","Konfigurerbart produktbilde"
"Thanks for contacting us with your comments and questions. We'll respond to you very soon.","Takk for at du kontaktet oss med dine kommentarer og spørsmål. Vi vil svare deg snart."
"An error occurred while processing your form. Please try again later.","En feil oppstod under håndtering av skjemaet. Prøv igjen senere."
"Write Us","Skriv til oss"
"Jot us a note and we’ll get back to you as quickly as possible.","Send oss en beskjed, og vi vil komme tilbake til deg så raskt som mulig."
"What’s on your mind?","Hva har du på hjertet?"
"Contact Form",Kontaktskjema:
"Contacts Section",Kontakter-delen
"Contact Us","Kontakt oss"
"Enable Contact Us","Aktiver kontakt"
"Email Options","Alternativer for e-post"
"Send Emails To","Sende e-post til"
"Email Sender","E-post avsender"
"Email Template","E-post mal"
"Invalid domain name: %1","Ugyldig domenenavn: %1"
"Invalid cookie lifetime: %1","Ugyldig cookie levetid: %1"
"Invalid cookie path","Ugyldig informasjonskapselbane"
"We use cookies to make your experience better.","Vi bruker informasjonskapsler for å gjøre opplevelsen bedre."
"To comply with the new e-Privacy directive, we need to ask for your consent to set the cookies.","I samsvar med det nye e-direktivet trenger vi å be om tillatelse til å sette informasjonskapsler."
"<a href=""%1"">Learn more</a>.","<a href=""%1"">Lær mer</a>."
"Allow Cookies","Tillate informasjonskapsler"
"Default Cookie Settings","Standardinnstillinger for infokapsler"
"Cookie Lifetime","Informasjonskapsel levetid"
"Cookie Path",Informasjonskapselbane
"Cookie Domain",Informasjonskapsel-domene
"Use HTTP Only","Bruk kun HTTP"
"Cookie Restriction Mode","Begrenset informasjonskapsel modus"
"We can't save the cron expression.","Cron-uttrykket kan ikke lagres."
Daily,Daglig
Weekly,Ukentlig
Monthly,Månedlig
"Invalid cron expression: %1","Ugyldig cron-uttrykk: %1"
"Invalid cron expression, expecting 'match/modulus': %1","Ugyldig cron-uttrykk, forventer 'match/modulus': %1"
"Invalid cron expression, expecting numeric modulus: %1","Ugyldig cron uttrykk, forventer numeriske modulus: %1"
"Save Currency Rates","Lagre valutakurser"
"Manage Currency Rates","Administrere valutakurser"
"Save Currency Symbols","Lagre valutasymboler"
"Currency Symbols",Valutasymboler
"Use Standard","Bruk Standard"
"Currency Rates",Valutakurser
"The current module XML block name is undefined.","Det gjeldende XML-modulblokknavnet er udefinert."
"Use helper with defined EAV entity.","Bruke hjelper med definert EAV enhet."
"Text Field",Tekstfelt
"Text Area","Tekst Område"
Yes/No,Ja/nei
"File (attachment)","Fil (vedlegg)"
"Image File",Bildefil
"You are subscribed to our newsletter.","Du abonnerer på vårt nyhetsbrev."
"You aren't subscribed to our newsletter.","Du abonnerer ikke på nyhetsbrevet."
"You have not set a default shipping address.","Du har ikke angitt en standard leveringsadresse."
"You have not set a default billing address.","Du har ikke angitt en standard faktureringsadresse."
"Address Book",Adressebok
"Edit Address","Rediger adresse"
"Add New Address","Legg til ny adresse"
"Save Customer","Lagre kunde"
"Reset Password","Tilbakestill passord"
"Force Sign-In","Tving pålogging"
"New Customer","Ny kunde"
"Shopping Cart from %1","Handlekurv fra %1"
Newsletter,Nyhetsbrev
"Newsletter Information","Nyhetsbrev informasjon"
"Subscribed to Newsletter","Abonnerer på nyhetsbrev"
"Last Date Subscribed","Siste dato abonnert"
"Last Date Unsubscribed","Siste dato stoppet"
"No Newsletter Found","Ingen nyhetsbrev funnet"
"Start date",Startdato
"Receive Date","Motta dato"
Subject,Emne
Sent,Sendt
"Not Sent","Ikke sendt"
Sending,Sender
Paused,Pauset
Unknown,Ukjent
"Bill-to Name","Faktura til-navn"
"Ship-to Name","Lever til-navn"
"Purchase Point",Kjøpspunkt
Confirmed,Bekreftet
"Confirmation Required","Bekreftelse krevet"
"Confirmation Not Required","Bekreftelse ikke påkrevet"
Indeterminate,Ubestemt
"The customer does not have default billing address.","Kunden har ikke standard adresse."
Offline,Frakoblet
Online,Pålogget
Never,Aldri
Unlocked,Ulåst
Locked,Låst
"Deleted Stores","Slettede butikker"
"Add Locale","Legge til nasjonale innstillinger"
"Add Date","Legg til dato"
"Days in Wish List","Dager i ønskeliste"
Unlock,"Lås opp"
"Delete Image","Slett bilde"
"View Full Size","Se full størrelse"
"All countries","Alle land"
"Add New Customer Group","Legge til ny kundegruppe"
"Save Customer Group","Lagre kundegruppe"
"Delete Customer Group","Slett kundegruppe"
"New Customer Group","Ny kundegruppe"
"Edit Customer Group ""%1""","Redigere kundegruppe ""%1"""
"Group Information",Gruppeinformasjon
"Group Name",Gruppenavn
"Maximum length must be less then %1 characters.","Maksimal lengde må være mindre enn %1-tegn."
"Tax Class",Avgiftsklasse
"The customer is now assigned to Customer Group %s.","Kunden er nå tilordnet kundegruppe %s."
"Would you like to change the Customer Group for this order?","Ønsker du å endre kundegruppe for denne ordren?"
"The VAT ID is valid.","MVA-IDen er gyldig."
"The VAT ID entered (%s) is not a valid VAT ID.","Mva-ID angitt (%s) er ikke en gyldig MVA-ID."
"The VAT ID is valid. The current Customer Group will be used.","MVA-IDen er gyldig. Gjeldende kundegruppe vil bli brukt."
"The VAT ID is valid but no Customer Group is assigned for it.","MVA-IDen er gyldig, men ingen kundegruppe er tilordnet til den."
"Based on the VAT ID, the customer belongs to the Customer Group %s.","Basert på mva-IDen, tilhører kunden kundegruppe %s."
"Something went wrong while validating the VAT ID.","Noe gikk galt under validering MVA ID."
"The customer would belong to Customer Group %s.","Kunden ville tilhørt kundegruppe %s."
"There was an error detecting Customer Group.","Kunne ikke oppdage riktig kundegruppe."
"Validate VAT Number","Validere mva-nummer"
"Date of Birth",Fødselsdato
"Bad request.","Ugyldig forespørsel."
"This confirmation key is invalid or has expired.","Denne bekreftelsesnøkkelen er ugyldig eller utløpt."
"There was an error confirming the account","Det oppstod en feil under bekreftelse av kontoen"
"If you are a registered VAT customer, please click <a href=""%1"">here</a> to enter your shipping address for proper VAT calculation.","Hvis du er en registrert mva-kunde, vennligst klikk <a href=""%1"">her</a> for å oppgi leveringsadresse for riktig mva-beregning."
"If you are a registered VAT customer, please click <a href=""%1"">here</a> to enter your billing address for proper VAT calculation.","Hvis du er en registrert mva-kunde, vennligst klikk <a href=""%1"">her</a> for å oppgi fakturaadresse for riktig mva-beregning."
"Thank you for registering with %1.","Takk for din registrering med %1."
"Please check your email for confirmation key.","Sjekk din e-postl for bekreftelsen nøkkel."
"This email does not require confirmation.","Denne e-posten krever ingen bekreftelse."
"Wrong email.","Feil e-post adresse."
"Your password reset link has expired.","Link for å gjenopprette passord er utgått."
"Please make sure your passwords match.","Kontroller at passordene er like."
"If you are a registered VAT customer, please <a href=""%1"">click here</a> to enter your shipping address for proper VAT calculation.","Hvis du er en registrert mva-kunde, vennligst klikk <a href=""%1"">her</a> for å oppgi leveringsadresse for riktig mva-beregning."
"If you are a registered VAT customer, please <a href=""%1"">click here</a> to enter your billing address for proper VAT calculation.","Hvis du er en registrert mva-kunde, vennligst klikk <a href=""%1"">her</a> for å oppgi fakturaadresse for riktig mva-beregning."
"You saved the account information.","Kontoinformasjon er oppdater."
"Password confirmation doesn't match entered password.","Passordbekreftelsen, samsvarer ikke med angitt passord."
"We're unable to send the password reset email.","Vi fikk ikke sendt deg e-post for tilbakestilling av passord."
"Please enter your email.","Angi din e-post adresse."
"If there is an account associated with %1 you will receive an email with a link to reset your password.","Hvis det er en konto knyttet til %1 vil du motta en e-post med en link for å tilbakestille passordet."
"A login and a password are required.","Et brukernavn og et passord er nødvendig."
"New Password and Confirm New Password values didn't match.","Nye passordet og bekreftelsespassordet samsvarer ikke."
"Please enter a new password.","Skriv inn et nytt passord."
"You updated your password.","Du har oppdatert passordet."
"Something went wrong while saving the new password.","Noe gikk galt under lagring av det nye passordet."
"You deleted the address.","Adressen er slettet."
"You saved the address.","Adressen er lagret."
"Something went wrong while saving file.","Noe gikk galt mens filen skulle lagres."
"You deleted the customer group.","Du slettet kundegruppen."
"The customer group no longer exists.","Kundegruppen finnes ikke lenger."
"New Group","Ny gruppe"
"New Customer Groups","Ny kundegruppe"
"Edit Group","Endre gruppe"
"Edit Customer Groups","Redigere kundegrupper"
"You saved the customer group.","Du lagret kundegruppen."
"Please select customer(s).","Velg kunde/kunder."
"Customer could not be deleted.","Kunden kunne ikke slettes."
"You deleted the customer.","Du slettet kunden."
"Something went wrong while editing the customer.","Noe gikk galt når du redigerte kunden."
"Manage Customers","Administrer kunder"
"The customer will receive an email with a link to reset password.","Kunden vil motta en epost med en link for å tilbakestille passordet."
"Something went wrong while resetting customer password.","Noe gikk galt under gjenoppretting av kundepassord."
"You saved the customer.","Du lagret kunden."
"Something went wrong while saving the customer.","Noe gikk galt når under lagring av kunden."
"Customer has been unlocked successfully.","Kunden har blitt aktivert."
"Online Customers","Kunder pålogget nå"
"Customers Now Online","Kunder pålogget nå"
"Please define Wish List item ID.","Definer ønskeliste element-ID."
"Please load Wish List item.","Vennligst Last ønskeliste element."
"Login successful.","Innlogging vellykket."
"The account is locked.","Denne kontoen er låst."
"Please enter a password with at most %1 characters.","Skriv inn et passord med maks %1 tegn."
"Minimum of different classes of characters in password is %1. Classes of characters: Lower Case, Upper Case, Digits, Special Characters.","Minimum forskjellige klasser av tegn i passord er %1. Klasser av tegn: små bokstaver, store bokstaver, sifre, spesialtegn."
"This customer already exists in this store.","Denne kunden finnes allerede i denne butikken."
"""%1"" is a required value.","""%1"" er en påkrevd verdi."
"Per Website","Per nettside"
"No such entity with %fieldName = %fieldValue, %field2Name = %field2Value","Ingen slik enhet med %fieldName = %fieldValue, %field2Name = %field2Value"
"Unable to create directory %1.","Kan ikke opprette katalogen %1."
"Destination folder is not writable or does not exists.","Målmappen er ikke skrivbar eller finnes ikke."
"Something went wrong while saving the file.","Noe gikk galt mens filen skulle lagres."
"Reset password token expired.","Tilbakestill passord token utløpt."
"Attribute object is undefined","Attributtet er udefinert"
"""%1"" invalid type entered.","""%1"" ugyldig type angitt."
"""%1"" contains non-alphabetic or non-numeric characters.","""%1"" inneholder ikke-alfabetiske eller ikke-numeriske tegn."
"""%1"" is an empty string.","""%1"" er en tom string."
"""%1"" contains non-numeric characters.","""%1"" inneholder ikke-numeriske tegn."
"""%1"" contains non-alphabetic characters.","""%1"" inneholder ikke-alfabetiske tegn."
"""%1"" is not a valid email address.","""%1"" er ikke en gyldig e-postadresse."
"""%1"" is not a valid hostname.","""%1"" er ikke et gyldig hostnavn."
"""%1"" uses too many characters.","""%1"" bruker for mange tegn."
"'%value%' looks like an IP address, which is not an acceptable format.","'%value%' ser ut som en IP-adresse, som ikke er et akseptabelt format."
"'%value%' looks like a DNS hostname but contains a dash in an invalid position.","'%value%' set ut som et DNS hostnavn, men inneholder en bindestrek i en ugyldig posisjon."
"'%value%' looks like a DNS hostname but we cannot match it against the hostname schema for TLD '%tld%'.","'%value%' ser ut som et DNS hostnavn, men vi klarer ikke matche den mot hostnavn skjema for TLD '%tld%'."
"'%value%' looks like a DNS hostname but cannot extract TLD part.","'%value%' ser ut som et DNS hostnavn, men klarer ikke hente ut TLD delen."
"'%value%' does not look like a valid local network name.","'%value%' ser ikke ut til å være et gyldig lokalt nettverksnavn."
"'%value%' looks like a local network name, which is not an acceptable format.","'%value%' ser ut som et lokalt nettverksnavn, som ikke er et akseptabelt format."
"'%value%' appears to be a DNS hostname, but the given punycode notation cannot be decoded.","'%value%' ser ut til å være et DNS hostnavn, men gitt punycode notasjon ikke kan dekodes."
"""%1"" is not a valid URL.","""%1"" er ikke en gyldig URL-adresse."
"""%1"" is not a valid date.","""%1"" er ikke en gyldig dato."
"""%1"" does not fit the entered date format.","""%1"" passer ikke det angitte datoformatet."
"Please enter a valid date between %1 and %2 at %3.","Angi en gyldig dato mellom %1 og %2 til %3."
"Please enter a valid date equal to or greater than %1 at %2.","Angi en gyldig dato lik eller større enn %1 til %2."
"Please enter a valid date less than or equal to %1 at %2.","Angi en gyldig dato mindre enn eller lik %1 til %2."
"""%1"" is not a valid file extension.","""%1"" er ikke en gyldig filutvidelse."
"""%1"" is not a valid file.","""%1"" er ikke en gyldig fil."
"""%1"" exceeds the allowed file size.","""%1"" overskrider den tillatte filstørrelsen."
"""%1"" is not a valid image format.","""%1"" er ikke et gyldig bildeformat."
"""%1"" width exceeds allowed value of %2 px.","""%1"" bredde overskrider tillat verdi av %2 px."
"""%1"" height exceeds allowed value of %2 px.","""%1"" høyde overskrider tillat verdi av %2 px."
"""%1"" length must be equal or greater than %2 characters.","""%1"" lengde må være lik eller større enn %2 tegn."
"""%1"" length must be equal or less than %2 characters.","""%1"" lengde må være lik eller mindre enn %2 tegn."
"You can't delete group ""%1"".","Du kan ikke slette gruppen ""%1""."
"Customer Group already exists.","Kundegruppen finnes allerede."
"Cannot delete group.","Kan ikke slette gruppen."
"Error during VAT Number verification.","Feil under kontrollen av VAT nummer."
"PHP SOAP extension is required.","PHP SOAP utvidelse er nødvendig."
"VAT Number is valid.","VAT nummeret er ugyldig."
"Please enter a valid VAT number.","Vennligst skriv inn et gyldig VAT nummer."
"Your VAT ID was successfully validated.","Din VAT ID ble validert."
"You will be charged tax.","Du vil bli belastet for skatt."
"You will not be charged tax.","Du vil ikke bli belastet for skatt."
"The VAT ID entered (%1) is not a valid VAT ID.","Din VAT-ID (%1) er ikke en gyldig VAT-ID."
"Your Tax ID cannot be validated.","Din tax-ID kan ikke bli validert."
"If you believe this is an error, please contact us at %1","Hvis du tror dette er en feil, vennligst kontakt oss på %1"
Male,Mann
Female,Kvinne
"Not Specified","Ikke spesifisert"
InputException,"Input unntak"
"NOT LOGGED IN","IKKE PÅLOGGET"
"Please enter the state/province.","Angi delstaten/området."
"region is a required field.","Region er et obligatorisk felt."
Label,Etikett
Visitor,Besøkende
"Personal Information",Personopplysninger
"Last Logged In:","Siste pålogget:"
"Last Logged In (%1):","Siste pålogget (%1):"
"Account Lock:","Konto låst:"
"Confirmed email:","Bekreftet epost:"
"Account Created:","Konto Oprettet:"
"Account Created on (%1):","Konto opprettet på (%1):"
"Account Created in:","Konto opprettet i:"
"Customer Group:",Kundegruppe:
"Default Billing Address","Standard faktureringsadresse"
"Sales Statistics",Salgsstatistikk
"Average Sale","Gjennomsnittlig salg"
"Manage Addresses","Administrere adresser"
"Default Shipping Address","Standard leveringsadresse"
"Contact Information",Kontaktinformasjon
"Change Password","Endre passord"
Newsletters,Nyhetsbrev
"You are subscribed to ""General Subscription"".","Du abonnerer på ""Generelt abonnement""."
"Default Addresses","Standard adresser"
"Change Billing Address","Endre faktureringsadresse"
"You have no default billing address in your address book.","Du har ingen standard faktureringsadresse i adresseboken."
"Change Shipping Address","Endre leveringsaddresse"
"You have no default shipping address in your address book.","Du har ingen standard leveringsadresse i adresseboken."
"Street Address %1","Gateadresse %1"
"It's a default billing address.","Aktiv som standard faktureringsadresse."
"Use as my default billing address","Bruk som standard faktureringsadresse"
"It's a default shipping address.","Aktiv som standard leveringsadresse."
"Use as my default shipping address","Bruk som standard leveringsadresse"
"Go back",Tilbake
"Additional Address Entries","Alternative adresser"
"Please enter your email below and we will send you the confirmation link.","Inn Skriv din e-post nedenfor og vi vil sende deg bekreftelseslenken."
"Send confirmation link","Sende bekreftelseslenke"
"Back to Sign In","Tilbake til å pålogging"
"Change Email","Endre E-post"
"Change Email and Password","Endre e-post og passord"
"Current Password","Nåværende passord"
"Password Strength",Passordstyrke
"No Password","Ikke noe passord"
"Confirm New Password","Bekreft nytt passord"
"Please enter your email address below to receive a password reset link.","Skriv inn din e-postadresse nedenfor for å motta en passordlink."
"Reset My Password","Tilbakestille passordet mitt"
"Registered Customers","Registrerte kunder"
"If you have an account, sign in with your email address.","Hvis du har en konto, logg inn med e-postadressen din."
"Forgot Your Password?","Glemt passordet?"
"Subscription option","Abonnement alternativ"
"General Subscription","Generelt abonnement"
"Sign Up for Newsletter","Motta nyhetsbrev"
"Address Information",Adresseinformasjon
"Sign-in Information",Påloggingsinformasjon
"Confirm Password","Bekreft passord"
"Set a New Password","Angi et nytt passord"
"You have signed out and will go to our homepage in 5 seconds.","Du har logget ut og blir sendt til hovedsiden om 5 sekunder."
"This account is not confirmed. <a href=""%1"">Click here</a> to resend confirmation email.","Denne kontoen er ikke bekreftet. <a href=""%1""> Klikk her</a> for å få resendt e-postbekreftelsen."
"You must confirm your account. Please check your email for the confirmation link or <a href=""%1"">click here</a> for a new link.","Du må bekrefte kontoen. Sjekk din e-post, eller <a href=""%1"">klikk her</a> for å få tilsendt en ny."
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%1"">click here</a> to get your password and access your account.","Det finnes allerede en konto med denne e-postadressen. Hvis du er sikker på at er det e-postadressen, <a href=""%1""> Klikk her</a> for å få passordet og få tilgang til kontoen."
"Creating an account has many benefits: check out faster, keep more than one address, track orders and more.","Opprettelse av konto har mange fordeler: Raskere handel, registrer flere adresser, sjekk ordrestatus m.m."
Fax,Faks
"Welcome to %store_name","Velkommen til %store_name"
"Welcome to %store_name.","Velkommen til %store_name."
"To sign in to our site, use these credentials during checkout or on the <a href=""%customer_url"">My Account</a> page:","For å logge deg på nettstedet vårt, kan du bruke disse opplysningene i kassen eller på siden <a href=""%customer_url""> Min konto</a>:"
Email:,E-Post:
Password:,Passord:
"Password you set when creating account","Passordet du oppga når du opprettet kontoen"
"Forgot your account password? Click <a href=""%reset_url"">here</a> to reset it.","Glemt passordet? Klikk <a href=""%reset_url"">her</a> for å tilbakestille det."
"Proceed through checkout faster","Fortsett gjennom kassen raskere"
"Check the status of orders","Kontrollere statusen for ordrer"
"View past orders","Vis tidligere ordrer"
"Store alternative addresses (for shipping to multiple family members and friends)","Lagre alternative adresser (for å kunne sende til familiemedlemmer og venner)"
"Please confirm your %store_name account","Bekreft din %store_name konto"
"You must confirm your %customer_email email before you can sign in (link is only valid once):","Du må bekrefte %customer_email e-post før du kan logge på (lenke er bare gyldig en gang):"
"Confirm Your Account","Bekreft din konto"
"Thank you for confirming your %store_name account.","Takk for at du bekreftet %store_name kontoen."
"To sign in to our site and set a password, click on the <a href=""%create_password_url"">link</a>:","For å logge inn på vår side og sette opp passord, klikk på <a href=""%create_password_url"">linken</a>:"
"Your %store_name email has been changed","Din %store_name e-post er endret"
"We have received a request to change the following information associated with your account at %store_name: email.","Vi har mottatt en forespørsel om å endre følgende informasjon knyttet til kontoen din hos %store_name: e-post."
"If you have not authorized this action, please contact us immediately at <a href=""mailto:%store_email"">%store_email</a>","Hvis du ikke har godkjent denne handlingen, vennligst kontakt oss umiddelbart på <a href=""mailto:%store_email""> %store_email</a>"
"Your %store_name email and password has been changed","Din %store_name kontoinformasjon er endret"
"We have received a request to change the following information associated with your account at %store_name: email, password.","Vi har mottatt en forespørsel om å endre følgende informasjon knyttet til kontoen din hos %store_name: e-post, passord."
"Reset your %store_name password","Tilbakestill ditt %store_name passord"
